id,created_at,source,original_text,clean_text,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:37:27 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Reni Astuti: PSBB Jilid 3 Semoga Happy Ending 

https://t.co/aJZl2p3tTw",reni astuti psbb jilid semoga bahagia ending,in,1,0,fpksdprdsby,FALSE,,,Jl. Yos Sudarso Surabaya 18-22,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:37:25 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tak Berlakukan PSBB Tapi Jalankan New Normal, YRKI: Walkot Medan Lucu!
https://t.co/P7TpAQkkaQ",tidak berlakukan psbb jalankan new normal yrki walkot medan lucu,in,8,2,geloraco,FALSE,,,Indonesia,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:37:20 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,902,thomsdanu,FALSE,,Praz_Teguh,#KTBFFH,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:37:18 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ustadtengkuzul: Barang barang di Mall pada berjamur. Baru beberapa bulan PSBB dan rakyat awam menahan diri tidak ke Mall.
Bayangkan jik…",barang barang mall berjamur psbb rakyat awam menahan tidak mall bayangkan jik,in,0,568,rmarsetyoprabow,,,ustadtengkuzul,,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:37:14 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Bandungfess: Euy diperpanjang ceunah psbb na https://t.co/prJeyzBW4i,euy diperpanjang ceunah psbb na,in,0,72,gadisssbeliaaa,TRUE,,Bandungfess,,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:37:11 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Asknonym kesian mbanya repnya semua ttg ngelangar psbb. lagian lu ber2 ngadi ngadi aja dah, lg corona malah jalan2 pea. kena corona jgn nyusahin dokter lu ya",kasihan mbanya repnya ngelangar psbb lagian ber ngadi ngadi deh corona jalan pea kena corona nyusahin dokter,in,0,0,cuteete,,,Asknonym,Indonesia,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:37:08 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,902,rahmasardiing,FALSE,,Praz_Teguh,South Sulawesi,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:37:07 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","~PSBB~ 
Pernah Sayang Belum Berjodoh.

#PSBB #COVID19 #malamjumat #coronavirus",psbb sayang berjodoh,in,2,0,elnarw_official,,"PSBB, COVID19, malamjumat, coronavirus",,"Jawa Timur, Indonesia",
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:37:05 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@_digeeembok @msaid_didu Kan masih PSBB, gak boleh keluar rumah. Gitu pasti alasannya.",kan psbb tidak keluar rumah alasannya,in,0,0,WahyuAdiguna,,,"_digeeembok, msaid_didu",Jakarta,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:37:01 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ustadtengkuzul: Barang barang di Mall pada berjamur. Baru beberapa bulan PSBB dan rakyat awam menahan diri tidak ke Mall.
Bayangkan jik…",barang barang mall berjamur psbb rakyat awam menahan tidak mall bayangkan jik,in,0,568,jefrikelana07,,,ustadtengkuzul,"Tanah Abang, Indonesia",
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:36:57 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@todayisfia Tuyulnya lagi psbb,tuyulnya psbb,in,0,0,leorizkimubarok,,,todayisfia,Salatiga,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:36:56 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Sonnymumbunan: New Zealand menjalankan PSBB dengan serius, sistematis, berhasil atasi pandemi.

Perdana Menteri Jacinda Ardern adalah s…",new zealand menjalankan psbb serius sistematis berhasil atasi pandemi perdana menteri jacinda ardern s,in,0,343,novianawahyuu,,,Sonnymumbunan,"Jakarta, Indonesia",
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:36:48 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Bandungfess: Euy diperpanjang ceunah psbb na https://t.co/prJeyzBW4i,euy diperpanjang ceunah psbb na,in,0,72,neanthals,FALSE,,Bandungfess,,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:36:47 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ZAEffendy: #Indonesia, the highest number #COVID19 deaths of more than 1400 in Southeast Asia, prepares to open its economy?

&gt; New Nor…",highest number deaths of more than in southeast asia prepares to open its economy new nor,en,0,40,viskaya,,"Indonesia, COVID19",ZAEffendy,Jakarta,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:36:42 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Praz_Teguh @yudhakhel Andai semua emak-emak ke gitu😂. +62 ma yang ada emak-emak nya ngikut2 keluar buat langgar psbb 🙊😂,andai emak emak ma emak emak nya keluar langgar psbb,in,0,0,iftikha_,,,"Praz_Teguh, yudhakhel",,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:36:39 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@PRFMnews bodo amat da ayeuna mah asana teh angger wae rek psbb atawa henteu ge angger pinuh wkwk,bodo da ayeuna mah asana kakak perempuan angger wae rek psbb atawa henteu ge angger pinuh wkwk,in,0,0,frdrio,,,PRFMnews,,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:36:38 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @cintada17: #DisiplinProtokolNewNormal 
SEORANG PRIA MENGAMUK KEPADA SATPOL PP, SAAT MENGETAHUI ISTRINYA TERJARING SATGAS PSBB karena ti…",pria mengamuk satpol pulang pergi istrinya terjaring satgas psbb ti,in,0,27,achzam_prabu,,DisiplinProtokolNewNormal,cintada17,Lembah Damai Indonesia 🇮🇩,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:36:37 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,902,freakandi,FALSE,,Praz_Teguh,surabaya - sidoarjo - jogja,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:36:35 +0000 2020,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Selama WFH gas terus nambah wawasan untuk bekal pelayanan.
.
Thank pak @asiis_indonesia dan asiis_semarang 
Tuhan berkati pelayanan Bapak dan Tim.
Thanks for sharing.
🙏🏿🙏🏿🙏🏿
.
#soundguy #soundengineer… https://t.co/zOkhLiXjOF",wfh gas nambah wawasan bekal pelayanan thank asiis semarang tuhan berkati pelayanan tim terima kasih for sharing,in,0,0,WegigSP,FALSE,"soundguy, soundengineer",asiis_indonesia,,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:36:33 +0000 2020,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Kewaspadaan daerah saat PSBB di Jabar akan menjadi penentu penerapan new normal. #kumparanNEWS https://t.co/HBg6m7Pm6k,kewaspadaan daerah psbb jabar penentu penerapan new normal,in,6,1,kumparan,FALSE,kumparanNEWS,,Jakarta Capital Region,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:36:32 +0000 2020,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Pemerintah Kapuas berharap, PSBB ini bisa membuat penanganan COVID-19 di wilayahnya lebih efektif. #kumparanNews https://t.co/qvl1VMdykS",pemerintah kapuas berharap psbb membuat penanganan covid wilayahnya efektif,in,0,2,kumparan,FALSE,kumparanNews,,Jakarta Capital Region,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:36:31 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @ridwankamil: Minggu ini 60% Kota/Kab Jabar sudah di zona Biru (level 2) dan 40 % di zona kuning (level 3]. Sudah tdk ada lagi yg di zon…,kota kabupaten jabar zona biru level zona kuning level tidak zon,in,0,343,Tina_Cornelia,,,ridwankamil,,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:36:24 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @nublai: #SobatPodcastSpotify 

visit our podcast, we're talking everything from PSBB to life of an auditor. LET'S GOOO  @ivantosimamora…",visit our podcast we reply talking everything from psbb to life of an auditor let s gooo,en,0,1,baskoroismail,,SobatPodcastSpotify,"nublai, ivantosimamora",belakang kuburan kebon nanas,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:36:16 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,902,hadirohman_,TRUE,,Praz_Teguh,"Bekasi, Jawa Barat",
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:36:14 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@avrJEONGHAN PSBB 🚨🚨,psbb,in,0,0,avrNAYEON,,,avrJEONGHAN,ㅡ was thozakisana.,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:36:13 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@NurAzizah_2020 Warga Tangsel banyak yg belum menerima bantuan PSBB nih..,warga tangsel menerima bantuan psbb,in,0,902,elmahfudzi,,,NurAzizah_2020,"Yogyakarta, Indonesia",
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:36:10 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ROWOONxGMK psbb anying gabisa lewat,psbb anying gabisa,in,0,4,KAIxGMK,,,ROWOONxGMK,𝐤𝐞𝐧𝐝𝐫𝐚,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:36:05 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@novasilviana_ @e100ss Surabaya jg banyak yg buka...
Semua tergantung dr pemkotnya...
Apakah PSBB yg dicetuskan oleh pemkot dijalankan dgn serius oleh pemkot ato tdk....",surabaya buka tergantung dr pemkotnya psbb dicetuskan pemerintah kota dijalankan serius pemerintah kota tidak,in,0,0,soebiro,,,"novasilviana_, e100ss",indonesia,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:36:03 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@pemkotdepok Ayo psbb pamungkas harus tertib... #StayAtHome,ayo psbb pamungkas tertib,in,0,0,Rini_Lola,,StayAtHome,pemkotdepok,+6221 (live) +62816 (work),
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:36:02 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sebenernya fungsi psbb teh apa? Td siang lewat perempatan rshs pengamen anak2 usia sd - smp malah makin banyak dan ngumpul, jadi herman 🤔",sebenernya fungsi psbb kakak perempuan siang perempatan rshs pengamen anak usia sd smp berkumpul herman,in,0,0,Tsabbit54,,,,Bandung,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:36:00 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @D14h_So3w4rn05: Anies Bantah PSBB Berakhir, Praktisi Hukum: Tegas! Duta Nyawa Rakyat 

Pemerintah sdh kehilangan kedaulatannya? Kapital…",anies bantah psbb berakhir praktisi hukum duta nyawa rakyat pemerintah sdh kehilangan kedaulatannya kapital,in,0,37,YeanHDe,,,D14h_So3w4rn05,Indonesia,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:35:59 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PSBB diterapkan... tapi banyak orang yg tidak taat.. merasa di kekang..

Dibuat NEW NOTRMAL.. banyak juga yang mengecam.. 

Maunya kalian itu apasih.. ?

#TerserahIndonesia 
#terserah 
#TerusSebarKebaikan 
#IndonesiaAbnormal",psbb diterapkan tidak taat kekang dibuat new notrmal mengecam maunya apa sih,in,0,0,Zaroseven1,,"TerserahIndonesia, terserah, TerusSebarKebaikan, IndonesiaAbnormal",,,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:35:56 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,902,adekrnwnx,FALSE,,Praz_Teguh,,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:35:55 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,902,nurainnawijaya_,FALSE,,Praz_Teguh,"Bandung, Jawa Barat",
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:35:51 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@collegemenfess aku nurut psbb diem dirumah. Pakai masker kemana-mana. Bawa hand sanitizer, cuci tangan. Buang sampah pada tempatnya. Menghormati yg lebih tua, dan menyayangi yg lebih muda. Rajin menabung dan giat menuntut ilmu. Menjaga kebersihan dan ket",nurut psbb diem dirumah pakai masker bawa hand sanitizer cuci tangan buang sampah tempatnya menghormati tua menyayangi muda rajin menabung giat menuntut ilmu menjaga kebersihan ketertiban dirumah disekolah masyarakat,in,0,902,carxxmell,,,collegemenfess,,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:35:49 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Tajilapak_ Alhamdulillah
Laju pertumbuhan dibawah 1
Di agiah izin kalua dari PSBB
cuma bukittinggi

Total kasus 15
Sehat 10
Maningga 1
Dirawat 3
Isolasi mandiri 1

Ambo dapek kaba 3 urang di rawat tu
2 kondisi aman..
Yg 1 lai.. agak manangah",alhamdulillah laju pertumbuhan dibawah agiah izin kalua psbb bukittinggi total kasus sehat maningga dirawat isolasi mandiri ambo dapek kaba rawat tu aman lai agak manangah tidak kritis,in,1,0,datuakpanduko3,,,Tajilapak_,,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:35:48 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@pnggilsell Psbb k,psbb,in,1,0,YzWaOne,,,pnggilsell,dm sj,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:35:47 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @annsrme: Wow PSBB Jabar diperpanjang sampe 12 Juni 2020 https://t.co/MVkEtZzJ1V,wow psbb jabar diperpanjang,in,0,3,abdupramu,FALSE,,annsrme,Bandung,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:35:42 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ada yang plat D kgk?pen nanya PSBB gk?,plat kgk pen psbb gk,in,0,0,Agungherdiawan6,,,,Indonesia,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:35:40 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @dw_indonesia: Pimpinan Pusat Muhammadiyah Haedar Nashir mempertanyakan kebijakan ‘#newnormal’ yang diwacanakan oleh pemerintah. Ia meni…,pimpinan pusat muhammadiyah haedar nashir mempertanyakan kebijakan diwacanakan pemerintah meni,in,0,20,friozan,,newnormal,dw_indonesia,Purwakarta ,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:35:33 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tapi intinya .. please buat pemetintah berhenti memperpanjang PSBB terus2 an, karna se pengamatan saya , kalu semakin lama , orang2 semakin jenuh dan malah jadi #bodoamat",intinya please pemetintah berhenti memperpanjang psbb an pengamatan kalu jenuh,in,0,0,salehpz1,,bodoamat,,,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:35:32 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sedih euyy,,, satu sisi sesih psbb di perpanjang terus, satu sisi lagi kalau ga di perpanjangn makin parah pasti huft..",sedih euyy sisi sesih psbb perpanjang sisi ga perpanjangn parah mengeluh,in,0,0,salehpz1,,,,,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:35:31 +0000 2020,"<a href=""https://www.alinea.id"" rel=""nofollow"">Alinea.id</a>","Sebelum longgarkan PSBB, Jakarta tunggu indikator Kemenkes
https://t.co/cXjOkNQTg5 https://t.co/TBK3EbUCHj",longgarkan psbb jakarta tunggu indikator kemenkes,in,0,0,alineadotid,FALSE,,,Indonesia,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:35:30 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kewaspadaan daerah saat PSBB di Jabar akan menjadi penentu penerapan new normal. 
#TenangUntukMenang #THRKumparan #THRHarbolnas
#kumparanNEWS https://t.co/UfxzF9Oosc",kewaspadaan daerah psbb jabar penentu penerapan new normal,in,0,0,KreatorBuku,TRUE,"TenangUntukMenang, THRKumparan, THRHarbolnas, kumparanNEWS",,ali.muakhir@gmail.com,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:35:29 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Serius nanya, MALANG KAPAN GA PSBB??!",serius malang ga psbb,in,0,0,D_oodit,,,,cybertron,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:35:28 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@collegemenfess Nurutin PSBB 👉👈 dan berusaha memberi energi positif... Walau seringnya berujung sambat juga👉👈,nurutin psbb berusaha energi positif berujung sambat,in,0,0,kucingdaribulan,,,collegemenfess,,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:35:27 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @pemkotdepok: mari bersama-sama secara konsisten patuhi ketentuan PSBB, jaga keluarga dan orang sekitar dari potensi penularan Covid-19…",mari konsisten patuhi ketentuan psbb jaga keluarga potensi penularan covid,in,0,0,Rini_Lola,,,pemkotdepok,+6221 (live) +62816 (work),
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:35:25 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @pemkotdepok: Berita terkait _New Normal_ ramai tersebar dan menimbukan kebingungan di tengah masyarakat. Kebijakan di Kota Depok saat i…,berita terkait new normal ramai tersebar menimbukan kebingungan masyarakat kebijakan kota depok i,in,0,902,Rini_Lola,,,pemkotdepok,+6221 (live) +62816 (work),
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:35:24 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#SobatPodcastSpotify 

visit our podcast, we're talking everything from PSBB to life of an auditor. LET'S GOOO  @ivantosimamora @baskoroismail 

https://t.co/vyZ2dQD84g",visit our podcast we reply talking everything from psbb to life of an auditor let s gooo,en,0,1,nublai,FALSE,SobatPodcastSpotify,"ivantosimamora, baskoroismail",Earth - 22,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:35:20 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","https://t.co/mTMpBw7ciP

Lifestyle Baru di Era New Normal

#DearCorona #CaratSelcaDay #NamanyaJugaHidup #DiRumahAjaDulu #CopotKapoldaSultra #KeepStrongINDONESIA #Berdamai #MalaysiaLockdown #afterdark #CoronaVirus #PSBB #indonesiajanganterserah #NewNormal",lifestyle era new normal,in,0,0,Cassand86975003,FALSE,"DearCorona, CaratSelcaDay, NamanyaJugaHidup, DiRumahAjaDulu, CopotKapoldaSultra, KeepStrongINDONESIA, Berdamai, MalaysiaLockdown, afterdark, CoronaVirus, PSBB, indonesiajanganterserah, NewNormal",,Jakarta Barat,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:35:14 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@bejiitta Psbb inget 😡,psbb inget,in,6,2,demenhujat,,,bejiitta,,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:35:10 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Covid19Update24: Indonesia #covid19 daily Cases

28 May  687⬆️🔴
27 May  686⬆️🔴
26 May  415⬇️🟢
25 May  479⬇️🟢
24 May  526⬇️🟢
23 May  949…",indonesia daily cases may may may may may may,tl,0,0,moesa_jp02,,covid19,Covid19Update24,Medan,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:35:07 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @susi_siregar: Jejak Pak dokter influencer :
-Nolak mentah” psbb DKI .. bawa2 orang susah, jus oli bensin
- Serukan tagar karantina wila…",jejak dokter influencer nolak mentah psbb dki bawa susah jus oli bensin serukan tagar karantina wila,in,0,173,RendyBoim,,,susi_siregar,,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:35:02 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,902,syafiraDH,FALSE,,Praz_Teguh,62,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:35:01 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@ridwankamil Pak kamil! meuni geugeut2 teing kana psbb teh!,kamil meuni geugeut teing kana psbb kakak perempuan,in,0,0,fino_i,,,ridwankamil,indonesia,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:34:58 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @geloraco: Mahasiswa Geram dengan Mendagri Tito yang Anggap Acara Makan-makan IPDN Tidak Langgar PSBB
https://t.co/52XiOlojMQ",mahasiswa geram mendagri tito anggap makan makan ipdn tidak langgar psbb,in,0,0,putragaruda27,FALSE,,geloraco,,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:34:49 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","⠀ ⠀ ⠀ ⠀ ⠀ ⠀ 
⠀ ⠀ ⠀ ⠀ ⠀ ⠀ 
dulu dan situasi ini terlalu canggung baginya.

""Mbenjang njih bu? Ngentosi PSBB Jakarta sampun bibaran. Mangkeh nek sampun bibaran, Bayu kabari.""

""Walah Le... Le, yawis nek ngono, ibu tutup telpone yo?
⠀ ⠀ ⠀ ⠀ ⠀ ⠀ 
⠀ ⠀ ⠀ ⠀ ⠀ ⠀",situasi canggung baginya mbenjang njih bu ngentosi psbb jakarta sampun bibaran mangkeh nek sampun bibaran bayu kabari walah le le yawis nek ngono ibu tutup telpone,in,0,0,kecoaterbhang,,,,"

Pilot in Command Airbus-330


BATAVIA - YOGYAKARTA
━━━━━━━━#RAHMADI
",
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:34:48 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@collegemenfess mematuhi peraturan psbb :""",mematuhi peraturan psbb,in,0,0,xieesoxee,,,collegemenfess,,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:34:42 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@GrabID psbb bikin jadi pengen jajan terozzz hiksss https://t.co/u1UR7CZoz7,psbb bikin pengen jajan terozzz hiksss,in,0,0,AstriFebriyant5,FALSE,,GrabID,,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:34:41 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@jawafess Nah sakniki kulo tingali saben otw kangge mergawe, psbb ket awal berlaku sampe mboh kape jilid piro, ketokane fokuse yo di perbatasan karo jam malam, lah awan"" sore"" akeh wong yang yangan goncengan, gak sitik seng gak maskeran,
Kok seperti ora ","sakniki kulo tingali saben on the way, sedang di jalan kangge mergawe psbb ket awal berlaku mboh kape jilid piro ketokane fokuse perbatasan karo jam malam awan sore akeh yangan goncengan tidak sitik seng tidak maskeran ora dianggep ga dianggep gaenak loh",in,0,2,pandusetjioko,,,jawafess,Surabaya,
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:34:38 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@jinbamgoo Tp klo gk salah nih.. Beberapa daerah di bandung jg bakal kembali seperti 'normal' kaya mall mulai di buka dan lain2.. Dan ada jg yg tetep psbb gitu,gk salah daerah bandung normal kaya mall buka psbb,in,0,0,_jiminion_,,,jinbamgoo,"Bandung,Indonesia",
,,,,,,,,,,,,,
1.26603E+18,Thu May 28 15:34:37 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@hannumiegoreng psbb sayangkuu 😔,psbb sayangkuu,in,0,29,___reptiIia,,,hannumiegoreng,@/___serot0nin on ig,
,,,,,,,,,,,,,
